age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,promotion_usage,satisfaction_score,Cluster
29,0,6716,1,1,0,0,2111,2,0,5,0
31,0,20359,0,3,0,2,7455,3,1,6,0
30,0,10448,1,1,0,1,4412,3,0,5,0
34,0,32599,3,3,0,0,9544,3,0,5,1
36,0,16293,3,0,2,1,5894,2,1,5,0
30,1,45465,1,2,0,0,19585,0,1,7,1
31,0,40411,3,3,1,2,11324,2,0,5,1
34,0,35030,0,0,2,0,11467,3,0,5,1
27,1,36190,2,3,1,0,9754,4,0,6,1
22,1,45236,0,1,1,1,16091,3,0,6,1
34,1,5781,1,0,1,1,2245,6,0,5,0
29,1,49920,0,3,0,0,21128,4,0,4,1
22,1,7046,1,2,0,1,2677,4,1,6,0
25,0,48625,2,3,0,0,16042,2,1,3,1
38,1,18930,1,2,1,0,6319,3,0,4,0
32,0,11586,1,3,0,0,4072,5,0,3,0
39,1,18212,3,1,2,0,5118,5,1,5,0
39,1,7540,0,3,0,0,1814,0,0,6,0
30,1,13554,2,0,0,0,4944,4,1,5,0
36,1,29881,1,0,0,0,8188,4,1,6,1
32,1,24507,0,0,1,1,9893,3,1,5,0
34,1,25459,0,3,0,2,8036,2,0,4,0
26,1,45994,1,0,0,1,21981,5,0,5,1
34,1,19581,1,0,2,2,5935,2,1,7,0
27,0,34033,3,1,1,1,13008,0,0,7,1
37,0,14281,2,2,2,1,5541,0,0,4,0
30,0,12467,2,0,0,0,3966,3,1,5,0
31,0,23198,1,0,0,1,7950,3,1,5,0
36,0,47209,1,2,1,0,21140,1,0,4,1
32,0,31290,3,0,0,0,10841,6,0,5,1
34,0,36447,1,0,0,1,11544,3,1,5,1
36,0,19331,0,1,1,0,6852,1,1,5,0
38,0,39493,1,0,0,0,14209,3,1,5,1
34,0,10145,1,2,0,0,3060,1,1,4,0
27,1,33776,1,3,0,0,12982,1,0,5,1
35,0,37528,2,3,0,0,17127,4,0,5,1
35,0,43512,0,0,0,0,14547,3,0,6,1
40,0,13388,1,1,0,0,5523,2,0,5,0
23,1,27726,0,2,0,0,10249,2,1,4,1
28,0,13829,0,1,0,1,5298,3,0,6,0
28,0,15427,1,1,0,1,6540,1,0,5,0
29,0,8825,2,3,0,0,3275,5,1,4,0
32,1,39432,2,1,0,0,16865,3,0,5,1
28,0,12172,3,1,0,0,4546,3,1,6,0
26,0,15830,1,2,0,2,5158,2,0,5,0
38,0,23533,1,0,1,1,8159,4,0,5,0
33,1,35370,2,1,0,1,11070,1,0,5,1
31,0,42223,0,3,2,0,15797,4,0,5,1
28,0,8398,2,2,0,2,2916,1,1,5,0
22,0,43985,1,3,1,0,13457,2,1,6,1
35,0,28183,1,0,0,1,9470,5,1,5,1
32,1,13940,0,0,0,2,5307,4,1,6,0
27,0,29065,2,3,0,1,11648,2,0,6,1
36,0,23906,1,1,0,1,9854,3,0,4,0
29,1,47166,0,0,2,0,16897,3,0,5,1
21,1,42497,1,3,0,2,12072,3,0,5,1
31,1,9553,1,1,0,0,2730,3,0,5,0
29,1,45155,0,2,1,1,15646,2,0,4,1
21,0,15686,0,3,0,2,3180,2,0,6,0
29,1,24837,1,2,0,0,8265,1,0,6,0
27,0,7795,2,2,0,1,2237,5,0,5,0
27,0,36112,0,2,0,2,14385,2,0,9,1
28,1,23563,0,3,0,0,7443,2,1,4,0
31,1,5200,3,2,0,0,2218,6,0,6,0
30,1,40155,1,2,0,1,13311,4,0,5,1
29,1,14731,0,3,1,0,5213,0,1,4,0
28,0,30852,1,2,1,1,10387,4,1,6,1
33,0,42269,0,3,2,0,15589,1,1,6,1
32,1,11810,0,1,0,0,4152,6,1,7,0
26,1,44457,0,0,0,1,14397,3,0,4,1
39,1,47934,0,0,0,1,15377,4,1,6,1
32,0,13076,1,2,0,2,4854,4,0,4,0
29,1,12330,1,3,1,1,4111,3,1,4,0
29,1,45916,0,1,0,0,18838,3,1,6,1
24,1,17789,3,0,0,0,7038,3,0,5,0
33,1,12513,1,1,0,1,5597,4,0,6,0
28,0,46202,0,3,0,1,18053,4,0,6,1
32,0,19165,1,0,0,2,8338,5,0,5,0
25,1,30966,0,3,0,1,8025,3,1,5,1
27,1,11594,1,2,2,0,4492,3,0,6,0
28,1,33523,3,2,0,1,12251,3,1,5,1
19,1,42958,0,0,1,0,12283,2,1,4,1
28,0,29957,3,1,1,0,9273,1,0,6,1
29,0,42494,2,2,0,0,14589,4,1,6,1
26,0,7591,0,2,0,0,3100,1,0,5,0
32,1,16726,1,1,0,1,5836,1,0,4,0
29,0,20583,1,3,0,1,6925,4,0,4,0
35,0,29260,0,2,0,1,10057,3,0,6,1
33,0,35140,1,0,0,0,11952,5,1,6,1
38,1,47931,0,0,0,1,18208,4,1,5,1
28,0,34148,0,1,0,1,13838,3,1,6,1
33,0,14293,2,3,2,0,5052,4,0,4,0
31,0,13856,0,0,0,1,4891,1,0,5,0
34,1,18951,0,3,1,0,7746,5,1,6,0
34,0,7445,0,0,0,0,2874,2,1,5,0
28,1,45458,0,0,0,2,14539,2,0,6,1
25,0,5359,1,2,0,2,1889,3,1,6,0
30,1,22392,3,2,1,0,8633,1,1,6,0
33,0,22194,0,3,0,0,4618,2,0,4,0
26,1,30406,1,0,0,0,10620,2,0,5,1
28,1,48883,1,0,0,0,17555,3,0,5,1
33,1,35403,3,1,0,1,12442,5,0,5,1
23,1,34805,0,0,1,2,11989,2,0,6,1
32,1,11707,2,3,0,1,3991,0,0,3,0
31,1,45466,0,0,1,0,19088,5,1,4,1
33,1,33653,1,0,0,1,10436,1,0,6,1
21,1,20323,3,0,0,1,6076,3,0,6,0
23,0,32720,1,0,0,0,12261,3,0,7,1
30,1,34177,0,3,2,0,13478,6,0,6,1
29,1,25617,1,2,0,2,8896,2,0,5,0
17,0,48360,1,3,0,0,19281,2,0,4,1
34,0,38321,1,1,0,1,12423,4,0,4,1
27,1,17155,1,3,0,0,6066,2,1,4,0
35,0,5307,1,0,0,0,1614,3,1,6,0
32,0,32908,1,3,0,2,14766,2,0,5,1
34,0,31679,1,0,1,0,11167,1,0,5,1
30,0,37546,1,3,1,1,14008,3,1,5,1
31,0,16092,0,3,1,0,5275,5,1,5,0
27,0,24117,1,2,0,2,7390,1,0,6,0
33,1,24162,1,1,2,0,8938,4,0,8,0
26,0,49583,0,0,1,0,18001,3,0,5,1
28,1,8529,0,1,1,1,2855,1,0,5,0
29,0,28111,1,0,1,0,7681,3,1,4,0
29,0,35521,0,2,1,0,13729,6,0,4,1
26,1,8349,1,3,0,1,3057,4,0,5,0
31,0,26273,3,3,2,0,8921,3,0,5,0
36,1,39514,0,2,1,0,11552,1,1,6,1
24,0,17098,2,0,0,1,5374,5,0,4,0
22,0,19810,2,1,0,0,6814,2,0,5,0
36,0,44640,1,1,0,0,13499,3,1,6,1
23,0,17764,0,1,0,0,6158,0,1,5,0
36,1,41254,2,1,0,0,13096,5,0,5,1
27,1,6432,0,0,1,1,2546,2,0,6,0
30,1,40315,0,0,1,0,15367,4,0,4,1
26,0,43064,0,3,0,1,19432,2,0,5,1
21,1,22762,1,2,0,0,6831,5,0,5,0
32,1,46001,2,0,0,0,15486,1,1,5,1
27,0,41814,1,0,0,1,18933,3,1,5,1
25,0,6689,1,1,0,0,2150,0,0,6,0
20,1,28528,1,3,0,0,8939,3,0,6,1
37,1,19002,3,3,1,1,5360,1,1,5,0
26,0,32044,0,1,0,0,12130,2,0,5,1
29,0,6437,2,2,0,1,1977,3,1,5,0
32,0,5707,0,0,1,0,2504,3,0,5,0
23,0,31312,1,2,0,0,12432,4,0,7,1
34,0,27292,1,3,1,0,10915,3,0,6,1
26,1,16153,1,0,0,1,5272,3,0,4,0
26,1,10772,0,2,0,1,3696,3,0,4,0
29,0,6256,3,3,1,0,2403,5,0,5,0
26,0,18998,2,0,0,0,5982,6,0,5,0
39,1,19669,1,0,0,1,6375,2,0,4,0
27,0,27985,0,3,0,2,7656,5,0,4,0
29,1,39021,0,3,1,1,15326,4,0,4,1
27,0,6197,1,3,0,0,2081,5,1,4,0
26,1,18398,0,0,1,0,6843,5,0,4,0
34,1,25591,0,3,0,0,9582,5,0,4,0
37,1,40980,1,1,0,0,15624,4,0,6,1
33,0,37434,1,1,1,0,12566,3,1,4,1
27,0,23695,2,2,0,1,8907,3,0,5,0
30,0,10464,2,1,0,0,3236,6,1,6,0
31,1,25548,1,3,1,0,8006,1,0,3,0
30,0,24807,0,0,0,1,9891,3,0,5,0
30,1,22866,0,0,1,1,9307,6,0,4,0
32,1,16497,3,2,0,0,4394,2,0,5,0
33,1,24964,2,3,1,0,9372,3,0,5,0
28,0,22973,0,0,1,2,6750,0,0,5,0
32,1,15315,0,3,0,1,3839,4,0,4,0
31,1,17261,3,2,1,1,5682,5,0,5,0
31,1,23160,0,3,0,1,6806,2,1,5,0
29,0,11276,2,0,0,2,4273,3,0,5,0
32,0,47214,2,0,1,1,17649,4,0,4,1
29,1,41104,0,3,1,0,16095,3,0,6,1
34,0,16759,0,0,0,1,6372,3,0,4,0
34,1,26680,2,2,2,2,10715,0,0,3,0
27,1,7512,3,3,0,0,2583,3,0,6,0
32,0,48839,0,0,0,2,16373,4,0,5,1
31,1,40261,1,2,1,0,9632,3,0,4,1
35,1,32054,3,2,0,2,13190,4,1,4,1
32,1,29706,0,0,0,1,8220,3,1,5,1
36,1,8872,1,0,0,0,3090,2,0,3,0
31,1,42991,0,2,0,1,15044,0,0,5,1
24,0,49096,0,1,1,2,15213,3,1,5,1
32,1,48387,1,0,0,0,14061,5,0,5,1
34,1,21216,1,0,0,1,8259,3,0,6,0
28,1,32469,0,2,0,0,13448,0,0,6,1
24,0,30412,1,3,0,1,12090,2,0,4,1
25,1,18170,1,1,1,0,7231,3,0,5,0
36,0,43102,1,2,0,1,14437,6,0,6,1
27,0,29758,1,3,2,2,10483,5,0,4,1
31,0,12757,1,0,0,0,4364,1,0,3,0
29,1,47035,0,0,0,0,15609,3,1,5,1
35,0,44147,0,0,1,1,15974,2,0,5,1
33,0,28864,0,3,0,0,9273,1,1,5,1
26,1,35248,1,0,0,0,12718,4,0,6,1
44,1,8176,1,3,0,1,2148,3,0,5,0
22,0,31486,0,3,1,1,10259,3,1,5,1
35,0,31888,0,0,0,1,12110,3,0,5,1
26,1,18188,1,3,2,0,5506,0,0,4,0
33,1,36760,1,3,0,0,14243,6,0,5,1
30,1,22870,0,0,1,2,10266,2,0,5,0
37,0,36847,0,0,0,1,9606,4,0,4,1
31,1,19762,3,1,0,0,7548,3,1,6,0
29,1,15955,1,2,1,0,5615,3,0,5,0
25,1,37588,3,1,0,0,11417,4,1,4,1
38,1,49723,1,0,0,1,17036,4,0,4,1
28,1,38217,2,2,0,0,12394,1,0,4,1
39,1,14418,2,3,0,0,5966,4,1,5,0
38,1,7379,0,1,2,1,2522,4,0,5,0
29,1,42707,1,2,0,2,14147,4,1,6,1
29,1,16751,2,2,0,0,5653,2,0,4,0
22,1,28485,3,3,1,2,10769,3,0,5,1
30,0,42553,2,0,0,2,15569,0,0,3,1
27,0,19995,0,3,0,2,7530,3,0,6,0
31,0,5260,3,0,0,0,1729,3,0,6,0
36,1,40750,3,1,0,2,17159,4,0,5,1
30,1,14796,1,2,0,1,5774,4,0,4,0
31,1,30887,1,0,1,2,10440,3,1,6,1
35,0,26232,2,0,0,0,8280,3,0,5,0
19,0,39103,1,2,1,2,9777,2,0,3,1
30,0,48671,1,1,0,1,13939,3,0,7,1
33,0,30829,1,0,1,0,9568,3,0,5,1
30,0,28955,0,0,0,1,13627,2,1,5,1
31,0,43525,1,3,0,0,15738,0,0,7,1
35,0,36198,1,0,0,0,10842,5,1,3,1
28,1,47597,1,1,1,1,19112,4,0,4,1
32,0,5170,0,3,1,1,1469,0,0,5,0
25,0,18362,1,1,1,0,5576,2,1,6,0
30,1,35216,2,3,0,0,11249,6,0,5,1
32,1,22915,1,3,0,0,8413,1,1,5,0
32,1,48179,2,0,0,1,17030,1,0,4,1
30,1,34988,0,3,0,0,12877,2,0,5,1
29,0,8595,2,2,0,0,2251,1,0,6,0
35,0,41204,3,3,1,1,13179,0,0,4,1
25,0,28703,0,3,0,0,10007,1,0,5,1
29,0,32378,2,3,0,2,13186,4,1,3,1
26,1,41684,1,2,0,0,13085,6,1,7,1
36,0,11711,1,2,0,0,5145,6,1,4,0
26,1,16314,0,0,1,0,6621,1,0,5,0
34,0,37297,2,2,0,1,13139,5,0,4,1
31,1,30520,1,0,0,2,6723,2,1,5,1
33,0,25195,1,2,0,1,8727,3,0,6,0
31,1,25264,2,3,0,2,9887,3,1,4,0
40,0,20368,2,2,0,0,6716,3,1,4,0
34,0,11305,0,0,0,0,3990,2,0,5,0
19,0,37649,0,0,2,0,12043,2,0,5,1
28,0,42536,2,2,0,0,18550,2,0,5,1
29,0,21915,1,3,1,2,7502,2,0,4,0
26,1,48730,0,1,0,2,14434,3,1,7,1
28,0,6719,0,0,1,0,2671,1,1,6,0
35,1,19165,0,0,0,1,7345,1,0,5,0
27,1,34063,1,0,0,0,10199,3,1,5,1
34,0,18033,1,3,0,0,6178,3,0,3,0
31,1,21024,0,0,0,2,6169,5,1,5,0
28,1,6230,3,0,0,0,2489,3,0,5,0
30,0,23985,3,1,0,2,7893,4,1,6,0
30,0,36259,3,2,0,0,18309,1,0,7,1
26,0,36902,0,2,1,0,11344,2,1,5,1
23,0,36624,1,3,0,1,12364,0,1,5,1
27,1,37125,2,1,0,2,14663,6,0,6,1
25,1,5960,0,2,1,2,2333,4,0,5,0
28,1,6245,1,0,1,1,1718,6,0,9,0
34,0,20537,2,2,0,1,7134,3,1,5,0
33,0,16750,2,1,0,0,6903,2,0,3,0
25,1,47953,1,1,0,2,19111,0,0,4,1
32,0,23943,0,3,1,2,8998,0,0,5,0
30,1,5785,1,1,0,0,1467,3,0,5,0
29,0,21915,1,0,0,2,7561,3,0,6,0
37,0,5436,0,1,1,0,1754,1,0,4,0
27,1,34860,0,2,1,0,13452,3,0,5,1
28,0,20703,0,3,1,2,6410,5,1,5,0
26,0,35653,1,0,2,2,10514,3,0,5,1
24,0,31639,3,0,0,1,12461,5,0,5,1
21,0,28931,1,2,1,0,8592,5,1,3,1
32,1,46393,1,2,1,0,17550,3,0,4,1
33,0,17571,1,0,2,0,6381,3,0,5,0
27,1,32759,1,0,0,0,9875,0,0,5,1
31,0,20790,2,3,0,0,7629,1,0,6,0
24,1,20012,2,1,1,1,8010,3,1,5,0
35,1,46686,0,0,2,2,17578,2,0,6,1
39,0,10341,0,2,0,0,3839,2,0,4,0
26,1,15999,2,2,0,2,4223,2,0,4,0
35,1,8494,0,1,0,0,2821,3,0,4,0
28,1,45462,3,3,0,2,15694,3,0,2,1
35,1,29410,1,1,0,2,9435,3,0,5,1
28,1,7313,1,0,1,0,3064,6,0,5,0
30,1,48488,3,1,1,2,17035,3,0,6,1
32,1,26440,1,2,2,0,9146,1,0,6,0
36,0,18454,2,3,0,1,6625,3,1,4,0
24,0,36432,1,3,0,1,11174,3,1,5,1
25,1,16309,0,1,0,0,6263,3,0,7,0
32,1,28348,0,1,1,0,10600,3,0,5,1
26,1,25517,3,3,0,1,8616,3,0,4,0
34,0,37392,2,3,0,1,12852,3,1,6,1
32,0,29011,0,3,0,0,14046,2,1,5,1
31,0,9456,1,1,0,1,3384,2,1,5,0
34,1,39501,1,0,1,2,12963,1,0,5,1
24,1,35866,1,0,0,1,12703,3,1,3,1
37,0,15565,2,2,2,0,4454,6,0,3,0
32,0,14130,2,2,1,2,5444,4,0,5,0
34,0,16536,0,0,1,1,7428,6,0,4,0
30,0,39711,0,0,0,0,11667,3,0,5,1
31,0,33841,0,3,2,0,13050,1,0,4,1
31,1,37535,1,1,0,0,13950,4,0,4,1
27,1,27492,1,1,0,1,9293,3,0,2,0
30,0,17227,1,2,0,0,5103,1,0,4,0
43,1,12249,0,0,0,0,3581,3,0,5,0
31,0,19477,3,0,1,2,7367,1,1,6,0
28,0,24693,1,0,0,0,8011,4,1,5,0
34,1,30811,1,0,0,0,12779,3,0,5,1
29,0,27817,1,2,0,0,9688,3,0,5,1
27,0,26158,2,0,0,2,8978,6,0,5,0
36,1,34301,2,0,0,1,9215,3,0,5,1
32,0,34781,1,0,2,0,13011,3,0,5,1
29,1,37163,1,0,0,0,14009,2,0,7,1
32,0,49763,0,2,0,1,22408,3,0,5,1
29,0,41654,1,1,1,1,15684,3,1,6,1
33,1,13637,1,0,1,0,3696,3,0,5,0
36,1,20346,3,3,0,0,7041,0,0,5,0
33,0,35146,1,2,0,2,12021,0,0,4,1
37,0,31907,0,3,0,2,11911,2,0,5,1
34,1,33586,1,2,1,0,11678,2,1,5,1
34,1,12276,0,3,0,0,3459,3,0,4,0
25,1,44150,0,0,0,0,15963,2,0,7,1
25,1,11212,3,0,1,0,3937,3,1,4,0
30,0,9844,2,2,2,0,3950,6,1,4,0
32,1,34951,0,3,0,1,12866,2,0,4,1
24,0,19564,2,2,1,1,7654,4,0,6,0
31,1,35945,0,3,0,0,10362,2,0,5,1
29,1,7374,2,1,1,0,2813,3,0,3,0
30,1,23955,0,1,1,2,7651,2,0,6,0
24,1,12208,2,3,0,0,4091,1,0,5,0
35,1,8713,0,0,0,0,3284,5,1,3,0
33,0,8107,2,2,1,1,3172,3,0,5,0
29,1,48059,3,0,1,0,18178,1,0,5,1
25,0,35568,0,3,0,0,10787,3,1,5,1
35,0,26156,1,0,1,1,9396,4,1,3,0
31,1,23561,1,2,1,2,5555,1,1,6,0
33,1,21291,1,0,0,0,7046,3,0,5,0
36,0,33269,3,0,0,0,10834,2,1,6,1
31,0,30895,1,3,1,0,9440,4,0,7,1
29,1,8111,2,0,0,0,1975,3,0,5,0
30,1,37574,2,2,1,2,13138,3,0,6,1
21,0,45669,3,0,1,0,17176,3,1,3,1
38,0,17394,3,0,0,0,7328,3,1,4,0
34,1,30542,1,0,0,0,10287,0,0,4,1
34,0,38454,1,1,0,2,14628,2,0,5,1
31,0,34918,0,2,1,0,14459,0,0,6,1
33,1,10701,1,1,2,0,3153,3,1,4,0
36,1,26902,2,3,1,1,9002,3,0,5,0
27,0,37218,3,0,0,2,11005,0,0,6,1
31,1,8893,0,0,0,0,3696,3,1,5,0
39,1,45331,0,2,0,2,12133,4,0,4,1
29,1,46167,2,1,0,0,12595,3,0,5,1
21,1,35302,0,2,0,0,12016,3,0,5,1
25,1,9541,1,1,1,1,3693,3,0,7,0
34,1,14464,3,0,1,0,5554,0,0,4,0
34,1,46043,0,0,1,0,11943,4,0,4,1
37,1,14108,3,0,0,0,5482,3,0,5,0
28,1,15828,3,3,0,0,4797,1,1,5,0
27,0,6419,0,0,1,0,2554,4,0,5,0
30,0,28571,1,0,0,0,9387,1,0,5,1
24,0,5008,2,0,0,1,2003,5,0,7,0
23,1,29243,2,1,1,0,10328,0,1,5,1
22,1,21654,1,3,1,2,8279,1,0,4,0
23,1,35471,0,3,0,0,13221,2,1,4,1
34,0,15480,2,3,1,1,6031,1,0,5,0
24,0,38967,1,3,0,1,10218,1,1,5,1
29,0,10483,1,0,0,0,3456,3,0,3,0
18,1,43417,1,1,1,1,16132,3,1,4,1
32,1,43296,2,1,0,0,13198,1,1,6,1
28,1,20428,2,2,1,0,7812,3,1,5,0
32,1,44760,0,3,0,1,16601,2,0,8,1
27,0,23871,1,0,0,2,7792,3,0,5,0
23,1,21874,0,2,0,0,5316,5,0,6,0
22,1,12359,3,3,0,0,4634,4,0,6,0
28,0,35016,1,3,0,0,15789,2,1,5,1
40,1,17990,2,0,1,0,7081,3,0,5,0
28,0,43771,1,2,1,1,13364,1,0,6,1
37,1,47884,1,3,1,0,19197,1,0,5,1
26,1,21297,1,1,0,0,6663,2,0,4,0
32,0,41676,1,0,0,2,8364,4,0,4,1
22,0,40538,1,0,0,2,13790,4,0,3,1
35,1,25226,1,1,0,1,7287,2,0,5,0
30,0,7762,1,3,0,0,2985,3,0,5,0
30,0,47185,1,1,0,0,17276,5,0,6,1
28,1,17961,1,1,0,1,6151,3,1,5,0
37,0,35802,1,0,1,0,13855,1,0,5,1
30,1,7162,1,2,0,0,2409,4,1,5,0
40,1,42427,3,3,0,0,15154,4,1,5,1
39,0,32606,1,0,0,0,12422,2,1,5,1
26,0,32067,3,2,0,1,12143,3,0,5,1
33,0,12149,1,2,0,0,3701,3,0,3,0
36,1,44753,3,2,1,0,17058,2,0,5,1
29,0,18183,1,3,1,1,5538,5,0,4,0
34,0,46108,1,1,0,0,18659,6,1,5,1
38,0,16521,2,2,0,2,4498,4,0,6,0
30,1,48415,2,0,0,0,15285,2,1,5,1
33,0,16119,0,0,0,0,5211,3,0,6,0
34,0,22866,0,0,0,1,8626,3,0,6,0
26,1,16119,1,1,1,0,6306,3,1,4,0
24,1,15440,1,1,2,2,4590,3,0,4,0
31,1,15256,2,3,0,0,5109,2,1,7,0
30,1,47305,2,1,1,1,13953,1,0,4,1
26,0,6565,1,2,1,1,2706,2,0,4,0
33,1,14138,2,2,0,0,5383,2,1,4,0
28,0,43924,0,2,1,0,16364,3,0,6,1
32,0,43648,0,2,0,0,17670,0,0,5,1
31,1,33417,1,0,1,0,10808,3,0,5,1
35,0,32711,1,0,0,1,10041,3,0,4,1
31,1,6018,2,3,2,0,2030,1,0,6,0
39,1,36631,2,2,0,0,18738,6,0,7,1
32,1,28579,0,1,2,2,6366,1,0,5,0
34,1,46081,1,0,1,2,16075,3,0,5,1
27,0,24023,0,3,1,2,6762,2,0,4,0
31,1,12260,3,2,0,0,4088,5,1,5,0
27,1,48538,0,3,2,2,14818,2,1,4,1
25,0,26297,1,1,0,1,7799,3,1,4,0
28,1,28318,0,1,0,0,10809,1,0,5,1
17,0,46490,0,0,0,0,14027,3,0,5,1
29,0,34505,0,3,0,2,10505,1,1,3,1
34,0,22207,0,3,1,1,7969,3,0,6,0
27,1,20802,1,1,2,0,6937,1,1,5,0
33,1,6216,2,1,0,2,1990,1,1,5,0
36,0,13228,1,0,1,0,3450,4,1,6,0
31,1,27240,2,3,1,1,10815,3,0,6,1
35,1,36274,0,0,0,0,13574,4,0,4,1
25,0,36946,3,0,0,1,13317,3,0,4,1
35,0,46211,2,0,0,0,18739,2,0,3,1
33,0,15373,3,0,0,2,5967,3,0,8,0
26,0,7901,1,0,1,2,2830,1,1,5,0
26,1,12120,1,1,1,0,3689,0,0,6,0
33,0,37455,0,1,1,1,13882,3,1,7,1
31,0,24089,0,2,1,1,7408,3,1,4,0
31,0,36284,1,1,1,1,14260,1,0,6,1
34,1,20894,1,3,0,1,9365,3,0,6,0
33,1,9960,0,3,0,0,3940,3,0,6,0
28,0,34211,3,0,0,0,15346,2,0,4,1
34,1,28305,3,3,0,2,10079,4,1,4,1
33,0,44594,1,2,0,0,16036,1,1,4,1
33,1,27009,1,1,0,2,11148,6,0,6,1
28,1,30419,1,3,0,1,10982,2,0,4,1
32,0,14464,0,0,0,0,4163,1,0,5,0
28,0,49176,2,2,0,2,15924,4,0,5,1
24,0,35036,1,3,0,2,13964,4,0,4,1
36,0,10820,0,2,0,1,3817,3,1,5,0
28,1,42192,0,3,1,1,14571,3,1,4,1
28,0,25642,1,0,0,1,8272,2,1,6,0
32,1,46890,3,0,1,0,18742,6,0,5,1
31,1,7772,2,1,0,2,3556,6,0,5,0
28,0,17271,2,0,0,0,6638,1,1,5,0
35,1,17941,1,0,0,0,5554,1,0,5,0
18,1,39621,0,2,1,1,16498,3,0,5,1
26,0,45883,1,3,0,1,16936,1,0,4,1
30,1,40188,0,3,0,2,11367,1,0,7,1
31,0,6030,1,2,1,0,2263,4,1,4,0
25,0,6205,1,2,2,2,2368,2,1,5,0
33,0,31488,1,3,0,1,13536,1,0,4,1
27,1,46494,0,1,0,1,14889,0,1,7,1
37,1,18303,1,2,0,1,3701,6,0,4,0
35,1,23913,1,1,0,2,8231,2,0,5,0
29,1,16996,0,1,0,1,5686,2,1,3,0
25,1,18262,0,0,0,1,7606,1,0,5,0
39,0,12095,3,0,1,1,4221,1,0,5,0
29,0,7879,2,0,1,0,2938,1,1,4,0
28,1,41346,0,1,0,1,15252,1,0,5,1
40,1,39900,0,3,0,2,14750,3,1,5,1
33,1,30403,0,3,1,0,10212,1,0,4,1
34,0,10477,0,0,0,1,3444,3,0,5,0
41,1,44345,1,0,0,0,15936,3,0,6,1
30,0,24530,1,3,0,1,8054,5,0,5,0
26,1,6168,3,3,0,2,1629,1,0,4,0
30,1,31332,0,0,0,0,10153,6,0,7,1
37,1,23656,0,1,1,1,7714,2,0,4,0
30,0,37859,1,2,0,1,12996,3,1,5,1
30,0,15310,2,1,0,1,5875,1,0,7,0
32,1,20429,1,3,0,1,5892,5,0,5,0
30,1,23131,2,3,0,1,8791,6,1,5,0
34,0,7027,1,1,2,2,2736,3,0,5,0
31,0,46629,0,0,0,0,17074,3,0,7,1
34,0,12528,0,0,2,0,4173,2,0,5,0
27,1,41330,3,1,1,1,13166,2,1,4,1
32,0,32569,2,0,0,2,10121,2,0,5,1
33,0,21582,3,3,0,1,7880,1,0,4,0
35,1,31336,3,3,1,0,8426,3,1,7,1
27,1,5872,3,2,1,1,2196,4,0,6,0
24,0,25501,3,2,0,1,8711,4,0,6,0
26,0,8747,0,3,0,1,3033,0,0,6,0
29,0,31378,1,3,1,1,9645,2,0,4,1
32,0,23114,0,2,0,1,5709,2,0,6,0
25,0,10567,3,1,1,1,3701,3,0,4,0
34,0,49412,2,0,0,0,21008,6,0,6,1
34,1,32929,0,2,2,0,11850,3,1,5,1
29,1,39552,1,0,2,0,14195,3,0,6,1
33,0,35419,0,2,0,2,13823,3,0,6,1
34,1,26202,0,0,0,2,7191,4,1,5,0
22,0,9448,1,2,1,0,3337,5,0,5,0
29,1,21904,2,1,1,0,6259,2,1,5,0
28,0,15424,0,0,0,0,5063,2,1,6,0
29,1,32692,0,3,0,0,11994,3,0,5,1
36,1,35595,2,3,0,0,11845,2,0,5,1
37,1,8578,1,1,1,0,2883,0,0,4,0
29,0,36104,0,1,1,0,10257,0,1,5,1
27,0,7330,0,0,0,0,2414,5,0,4,0
37,1,18492,3,1,1,0,7354,2,1,5,0
34,0,46583,0,2,0,1,16791,2,1,5,1
28,0,21906,1,3,1,1,7593,1,0,5,0
22,1,12347,0,1,0,2,4005,3,0,3,0
28,1,30305,2,3,0,2,7745,5,1,6,1
25,0,10039,3,1,0,0,4184,2,0,6,0
30,0,44783,0,1,1,0,14099,1,0,6,1
31,1,48554,0,1,1,1,17451,5,1,5,1
26,0,23258,2,1,2,0,7181,3,1,6,0
20,1,26642,2,3,0,0,9238,3,1,5,0
36,0,18439,1,3,0,0,5231,1,1,6,0
19,1,47561,1,0,1,0,15242,3,0,4,1
30,0,46737,0,1,1,2,18193,2,1,4,1
20,1,14234,1,0,0,2,4089,6,1,6,0
32,0,14604,1,2,0,0,5449,1,1,6,0
32,1,23383,3,2,2,0,6532,2,0,4,0
28,0,31894,1,2,0,1,10225,3,1,5,1
27,1,49149,3,2,0,2,16069,3,1,7,1
36,1,27817,1,0,0,0,11753,2,0,4,1
24,1,20030,3,3,1,2,5105,1,0,6,0
33,0,45386,0,3,0,0,13846,5,0,4,1
36,1,40581,2,3,0,1,11745,3,0,4,1
33,0,44171,2,3,0,2,13283,3,1,4,1
34,0,10948,0,3,1,0,3789,3,0,5,0
29,1,24863,0,2,0,1,7806,3,1,5,0
32,0,20450,1,3,0,1,6174,2,0,6,0
41,1,14010,0,2,0,0,5600,5,0,6,0
31,0,23256,1,2,0,0,8110,2,1,5,0
25,0,28623,1,0,0,1,10142,4,0,5,1
35,0,9876,0,1,0,0,3592,1,0,6,0
31,0,18431,0,3,1,0,8317,3,0,4,0
28,0,47644,3,2,1,1,18542,2,1,6,1
38,0,22027,0,3,2,0,9265,3,0,4,0
